id;type;x;y;dist;mag;spec
BD+30 106;Star;11.0707;31.3982;103.97;9.4;G5
HG 7-206;ev;66.3129;8.0488;103.98;12.6;M2.5
PM J22078-3704;low;331.9744;-37.0733;103.99;13.2;M3
LSPM J2352+2507;pm;358.0519;25.1196;103.99;~;~
Gaia EDR3 4400839481094128128;pm;235.6508;-4.5203;103.99;~;~
LAWD 24;wd;113.4075;-42.8992;104.00;14.2;DA3.2
MCC 25;pm;137.2636;27.432;104.00;~;K5V
G 253-23;pm;139.821;78.723;104.00;~;~
LSPM J0629+1742;pm;97.3932;17.7115;104.01;~;~
LSPM J1317+5739;pm;199.3341;57.6504;104.01;~;M1
G 262-25;pm;310.7483;66.8438;104.01;~;~
LEHPM 2291;pm;33.4707;-49.3872;104.01;13.3;~
G 142-B2A;pm;288.4135;13.6032;104.02;~;M2V
G 163-72;pm;169.5309;-6.4406;104.02;15.3;M8/9
HD 119638;pm;206.1858;-14.2252;104.02;6.9;F8.5V
SCR J1907-7924;pm;286.9727;-79.4007;104.02;14.3;~
HD 76378;pm;133.7385;-24.3943;104.03;8.7;K2VCN+1
Ross 198;wd;321.6061;55.2257;104.03;14.8;DA3.6
LP 844-31;pm;134.0117;-22.9532;104.04;13.7;M2.5
LP 518-20;pm;323.6256;14.2262;104.04;~;~
LP 85-29;pm;82.0113;58.2048;104.05;~;~
G 63-24;pm;200.9715;11.2324;104.05;~;K6V
G 123-61B;pm;192.0408;47.2254;104.05;~;~
HD 126532;pm;216.3224;32.7911;104.06;8.5;G0
LSPM J1950+2009;pm;297.7494;20.1656;104.06;~;~
LSPM J0746+1302;pm;116.7336;13.0488;104.06;~;~
LP 821-31;pm;343.7101;-18.9118;104.07;13.4;~
LP 769-69;pm;34.368;-19.5114;104.07;16.2;~
UCAC4 443-082759;Star;280.6898;-1.5658;104.07;11.6;~
2MASS J05430041-4252438;pm;85.7517;-42.8788;104.07;~;~
2MASS J00225018-1627443;pm;5.7091;-16.4623;104.07;~;M4.0V
Gaia DR2 6641403621677955200;pm;296.8224;-54.9806;104.07;~;~
2MASS J23371663-0933251;low;354.3194;-9.5569;104.08;~;M7.6V
G 142-B2B;wd;288.4111;13.6076;104.08;~;DA3.6
PM J04110-0647;pm;62.7616;-6.7933;104.08;13.5;~
HD 112956;pm;194.7054;68.7853;104.08;~;G0
UCAC4 311-094530;pm;252.2031;-27.9337;104.08;~;~
PM J20228-4707;pm;305.7096;-47.1328;104.09;11.7;~
2MASS J00423565-0712572;pm;10.6487;-7.2159;104.09;~;~
2MASS J20381565-5223055;pm;309.5652;-52.3849;104.10;~;~
LP 156-58;pm;66.5566;46.9959;104.10;~;M4.5
[PS78] 191;pm;20.7122;-24.6641;104.10;14.2;M3.5V
LP 274-49;pm;241.3882;36.1263;104.10;~;~
PM J01538-1459A;pm;28.4619;-14.9975;104.10;~;~
LP 205-15;pm;98.8473;44.6699;104.11;~;~
LP 949-17;pm;91.2144;-37.6938;104.11;~;M2.5
LP 580-71;pm;337.7154;9.6642;104.11;~;~
HD 1165;Star;4.2188;81.6636;104.11;8.7;K0
LP 355-15;pm;45.7152;26.7082;104.12;~;~
CD-52 9571;pm;309.5821;-52.3607;104.12;10.1;K5.5Vk:
HD 118475;dbl*;204.8344;-67.6709;104.13;7.0;F9VFe+0.3
BD+38 2445;pm;201.3681;37.7194;104.13;~;K7V
PM J15342+0218;wd;233.5729;2.3134;104.14;16.4;DA5.5
SCR J1552-7052;pm;238.1954;-70.8673;104.14;~;~
HD 64185;dbl*;117.3039;-60.2837;104.14;5.8;F4V
G 37-42;pm;53.5034;26.5742;104.15;~;~
LP 33-362;pm;99.3515;74.1058;104.15;~;~
2MASS J12155348+0050498;low;183.9729;0.8472;104.15;~;M8V
SIPS J2347-0638;pm;356.9667;-6.6465;104.15;~;~
G 43-54;wd;157.2811;11.4554;104.16;~;DAP7
HD 132830;pm;224.8872;45.4642;104.16;8.6;K0
2MASS J17110523-2755273;low;257.7718;-27.9244;104.16;~;M6
APMPM J0244-5835;pm;40.9856;-58.581;104.16;~;M5
G 177-17;pm;196.7321;49.7975;104.16;~;~
SCR J1522-3302;pm;230.5195;-33.0384;104.17;~;~
Gaia DR2 4045473818383390208;Star;274.3502;-33.2804;104.17;~;~
V* CL Dra;Variable Star of delta Sct type;239.4477;54.7498;104.17;8.8;F1IVab
CD-22 13406;pm;283.6336;-22.5813;104.18;10.1;K5V
HD 174564B;pm;283.5278;-54.3532;104.18;10.6;K6+Vk:
HD 63608;pm;116.5707;-59.8095;104.19;8.2;K0IV-V(k)
PM J04329+7407B;pm;68.2367;74.1173;104.19;~;~
SIPS J1905-4644;pm;286.2644;-46.7447;104.19;~;~
RX J0613.2-2742;dbl;93.3055;-27.7015;104.19;12.3;M3.5
BD+28 413;dbl*;36.4174;28.7661;104.20;~;K8V
HD 111996;pm;193.2024;33.7376;104.20;~;K4V
UCAC2 23536522;pm;63.4003;-20.7435;104.20;13.8;~
LP 738-15;pm;207.5868;-10.3587;104.20;~;~
G 125-24A;pm;294.7028;35.2104;104.21;15.7;sd:M3.0
MCC 56;pm;224.8775;45.448;104.21;10.5;K7Ve
LP 388-39;pm;262.2607;22.0268;104.22;~;~
LP 582-15;pm;347.7935;9.7797;104.22;~;~
Gaia EDR3 3039533481913342080;pm;121.4748;-8.584;104.22;~;~
LP 705-51;pm;7.8995;-10.6355;104.22;16.5;~
2MASS J21000365+5150250;pm;315.0151;51.8403;104.22;~;~
HD 224446;pm;359.4143;81.3483;104.23;8.6;K0
SIPS J0145-3729C;pm;26.4315;-37.4999;104.23;~;~
G 125-24B;pm;294.7041;35.2107;104.23;16.3;~
HD 145229;pm;242.3609;11.5745;104.23;7.4;G0
2MASS J02461887+4311065;pm;41.5786;43.1851;104.24;~;M4.0
LEHPM 3909;pm;294.8691;-70.2121;104.24;~;~
PM J04501+0402;pm;72.5495;4.0349;104.24;13.9;~
2MASS J11220855+0343193;bd;170.5357;3.7221;104.24;~;L5
2MASS J17201436+0943221;pm;260.0599;9.7228;104.25;~;~
LP 983-5;pm;327.4521;-34.2074;104.25;~;M3.5Ve
G 199-10;pm;185.4081;51.1444;104.25;13.3;~
StKM 1-1773;pm;305.1502;3.4593;104.25;11.4;M0.0Ve
Gaia EDR3 1908289566302083840;Star;338.9364;39.2476;104.26;~;~
G 275-12B;pm;347.5012;-21.1955;104.26;~;~
HD 83588;pm;145.4003;57.4963;104.26;8.7;K2V
UCAC3 79-2722;pm;19.2203;-50.8536;104.26;14.1;~
LP 994-43;pm;46.1364;-41.5757;104.26;14.2;~
LSPM J1618+4620;pm;244.5881;46.3411;104.27;~;~
GD 248;wd;351.5274;16.0054;104.28;15.1;DA5
TYC 3170-429-1;pm;311.605;39.6326;104.28;10.4;~
Gaia EDR3 1794077216147836672;Star;324.347;22.8033;104.28;~;~
HD 214850;dbl*;340.2195;14.5492;104.28;~;G4V
LP 883-233;pm;20.4549;-30.7073;104.28;~;M3:
HD 224983;Star;0.5898;11.0062;104.28;8.5;K0
LP 42-389;pm;245.8409;72.8188;104.29;~;~
LP 771-35;pm;43.228;-20.5137;104.29;13.1;~
HD 265835B;pm;103.7256;34.4527;104.29;~;~
SIPS J1150-2850;pm;177.6581;-28.837;104.30;~;~
HD 34970;pm;80.0192;-31.1672;104.31;9.2;K2.5V
LEHPM 2859;pm;43.1585;-41.294;104.31;~;~
LP 666-28;pm;136.3901;-6.0894;104.31;13.5;~
LSPM J0348+0237;pm;57.0052;2.6203;104.32;~;~
UCAC4 216-009476;pm;99.0847;-46.9151;104.32;14.3;~
V* CO Cam;dbl*;183.0498;77.6162;104.32;5.1;kA6hF0mF0(III)
2MASS J15004572+4219448;low;225.1905;42.3292;104.32;~;M8.4V
LSPM J1100+7548;pm;165.2479;75.8108;104.33;~;~
GR* 131;pm;23.2845;-14.6147;104.33;~;~
LP 428-62;pm;148.3066;18.7514;104.33;~;~
LSPM J1037+6228;pm;159.427;62.4806;104.33;~;~
LP 934-4;pm;352.1446;-27.7105;104.34;~;~
BD-20 3868;pm;205.7106;-21.7115;104.35;10.2;K6Vk:
UPM J0458+6041;Star;74.7124;60.6963;104.35;~;~
Gaia EDR3 6709854989379725056;pm;279.7202;-44.2754;104.36;~;~
HD 13949;pm;33.5771;-49.8624;104.36;9.8;K6.5Vk:
UPM J0652-2243;pm;103.246;-22.7292;104.36;~;~
StKM 1-1836;pm;314.5031;13.1111;104.36;11.5;M0.0Ve
CTI 012657.5+280202;low;21.9131;28.0982;104.36;~;M8.5V
SIPS J0536-1307;pm;84.1895;-13.1224;104.36;~;~
LP 836-23;pm;80.1174;-24.1767;104.37;14.9;~
G 123-61A;pm;192.0406;47.2256;104.37;~;~
LP 883-379;pm;21.959;-27.9799;104.37;16.7;M5.5
2MASS J20282035+0052265;bd;307.0848;0.8741;104.37;~;L2.5
TYC 9015-888-1;pm;218.9034;-64.299;104.38;10.8;~
G 73-59;pm;36.9028;8.4998;104.39;15.7;~
HD 34970B;pm;80.0171;-31.1669;104.40;~;~
LP 193-564 A;pm;12.2428;44.5858;104.40;~;~
L 256-5;pm;193.4492;-50.8264;104.40;12.8;~
PM J01538-1459B;pm;28.4611;-14.9972;104.40;~;~
HD 58556;Star;111.4884;-2.2485;104.41;7.0;G1V
APMPM J2344-2906;pm;355.8834;-29.1076;104.41;20.0;M6.5
Gaia DR2 5970530558978501760;Star;254.2781;-38.2213;104.41;~;~
UPM J2332+4125;pm;353.0787;41.4168;104.41;~;~
2MASS J23570939+4011349;pm;359.2894;40.193;104.42;~;~
LSPM J0724+0734;pm;111.0479;7.5677;104.43;~;~
G 151-64;pm;232.256;-6.2129;104.43;14.0;~
WISE J053904.22-470802.6;pm;84.7674;-47.135;104.43;~;~
[R78b] 522;pm;325.0644;5.2739;104.44;13.7;M4V:
LP 341-11;pm;317.9177;29.4663;104.44;~;~
UCAC4 525-147220;pm;338.5828;14.9661;104.44;~;~
UPM J0730-4042;pm;112.7328;-40.7005;104.44;~;~
LP 835-5;pm;70.1968;-23.0461;104.44;18.2;~
HD 224983B;Star;0.591;11.0059;104.44;~;~
LSPM J2243+4555;pm;340.8722;45.9208;104.45;~;~
LP 912-16;pm;207.5816;-29.5662;104.45;14.3;~
LP 92-171;pm;157.8837;60.06;104.45;~;M4
SCR J0635-6722;pm;98.9534;-67.3829;104.46;11.6;M1e
PM J08085+5304B;pm;122.1371;53.077;104.46;~;~
V* BK Psc;rs;9.9257;10.6538;104.47;10.5;K5V+M3V
StKM 1-210;pm;29.2089;23.0389;104.47;10.9;K7V
UCAC4 284-067110;pec;194.9014;-33.2673;104.47;14.3;~
Gaia EDR3 1998109946788787456;pm;359.3282;57.4665;104.47;~;~
LP 59-120;pm;116.8703;66.0055;104.47;~;~
UPM J1029-4636;pm;157.3511;-46.616;104.49;13.3;~
Gaia DR2 4264218907870342400;Star;288.418;0.2702;104.49;~;~
2MASS J05302602+3939170;wd;82.6084;39.6547;104.49;~;DA
LSPM J1839+6903;pm;279.8571;69.051;104.50;~;M2.0V
SCR J1456-7239;pm;224.0096;-72.6615;104.50;15.4;~
SIPS J0410-1459;pm;62.6508;-14.9908;104.50;~;M8.5
LSPM J0120+3302;pm;20.1184;33.0441;104.51;~;M6.0
L 436-65;pm;16.3005;-39.0074;104.51;12.8;M3.5
2MASS J12263043-6704209;pm;186.6267;-67.0725;104.51;~;~
2MASS J03241220-6841478;pm;51.0511;-68.6965;104.51;~;~
G 41-45;pm;143.341;18.4876;104.52;~;~
Ross 409;pm;83.2604;29.3889;104.52;12.0;K7
UCAC4 525-147219;wd;338.5785;14.9484;104.52;~;DA
HD 155686;Star;258.5741;-28.7067;104.52;9.4;K2V
Gaia EDR3 2198074999791010304;pm;330.0306;55.6007;104.52;~;~
PM J04228+2341;pm;65.7179;23.6872;104.52;12.6;~
LSPM J1253+3340;pm;193.3248;33.6688;104.53;~;~
PM J22183+4356;pm;334.589;43.9447;104.53;14.0;M3.88
2MASS J23385413-1246184;pm;354.7256;-12.7718;104.54;~;M6.5
HD 118509;Star;204.3294;9.1401;104.54;9.0;K2
PM J09027+3120;wd;135.6778;31.3454;104.54;14.8;DA
HD 4836;pm;12.6197;7.1021;104.55;~;G5
SCR J0642-0712;pm;100.59;-7.2028;104.56;13.0;~
HD 171834;Variable Star of gamma Dor type;279.1628;6.6718;104.56;5.4;F3V
2MASS J12083303-6301155;pm;182.1377;-63.021;104.56;~;~
HD 11850;pm;29.1969;23.0511;104.56;7.9;G6V
EGGR 472;wd;40.5352;11.2092;104.57;~;DA5.0
2MASS J10464793-6232251;pm;161.6993;-62.5404;104.57;~;~
LP 585-71;pm;9.9551;0.2865;104.58;~;~
G 85-63;pm;79.3822;20.8046;104.58;~;~
CSO 649;wd;216.7476;49.3501;104.58;~;DC
G 273-80;pm;354.0985;-10.6956;104.58;15.5;M4.5Ve
BD+41 2459;pm;211.0769;40.3505;104.59;~;K6V
LSPM J2132+4754;pm;323.0234;47.9114;104.59;~;M4.0V
HD 29150;Star;69.0582;21.5365;104.59;7.6;G5
LEHPM 421;pm;4.3089;-43.6775;104.59;~;~
LP 213-79;wd;163.0489;40.8345;104.59;~;DC
G 87-14;pm;104.067;38.4626;104.60;~;~
G 63-38;pm;203.6372;14.2047;104.60;~;M4.0
G 108-13;pm;98.279;-4.5218;104.60;14.9;M3.5
G 115-50;pm;136.4863;35.5261;104.61;~;~
SCR J0341-5326;pm;55.3393;-53.4391;104.61;~;~
LP 19-387;pm;177.8682;79.7678;104.62;~;~
G 14-16;pm;194.7336;-2.9385;104.62;~;~
Gaia EDR3 6546160179266900864;pm;344.268;-40.5043;104.63;~;~
LP 801-39;pm;224.7425;-19.0547;104.64;17.8;~
HD 3074B;pm;8.4328;-35.0034;104.64;8.4;K0V
LP 940-20;pm;27.428;-33.3222;104.64;~;M4.5Ve
PM J22280+1207;wd;337.0086;12.1259;104.64;~;DZ
LP 611-16;pm;162.9387;1.8461;104.65;~;~
2MASS J16581746+1738350;pm;254.5728;17.6431;104.65;~;M4.0
LP 675-2;pm;185.3352;-9.3265;104.65;14.0;~
LP 674-115;pm;183.2159;-7.0385;104.65;11.2;K5V
LSPM J0906+0234;pm;136.515;2.5683;104.65;~;~
2MASS J14382751-7958552;pm;219.6145;-79.982;104.65;~;~
LP 518-19;pm;323.6249;14.2266;104.66;~;~
LP 465-24;pm;7.2882;12.9194;104.66;~;~
PM J10479-1531;pm;161.9843;-15.521;104.66;13.2;M2
LP 354-291;pm;43.4071;26.554;104.66;~;~
Gaia DR2 4045407057372712192;Star;274.6528;-33.5538;104.67;~;~
L 330-3;pm;206.2296;-45.5886;104.67;11.3;M0
HD 243171;pm;80.8645;13.7;104.67;~;M0III
2MASS J17194399+5815284;pm;259.9333;58.2579;104.67;~;~
PM J20015+2814A;pm;300.3904;28.2363;104.67;~;~
Gaia DR2 4048108248217422336;Star;276.5434;-29.5229;104.68;~;~
LSPM J1948+1629;pm;297.0369;16.4996;104.68;~;~
HD 57853;pm;110.0911;-52.3092;104.68;6.4;F9V
LP 910-69;pm;198.0523;-33.6263;104.68;12.3;K7
LP 878-42;pm;352.3733;-21.1251;104.68;~;M4.5
LP 275-35 B;pm;246.3267;38.1265;104.69;~;~
G 175-45;pm;70.5668;57.7076;104.69;~;M0.0Ve
SDSS J082720.21+450203.5;low;126.8343;45.0344;104.69;~;M8V
LEHPM 3548;pm;57.523;-39.3757;104.69;11.9;M0e
HD 50571;pm;102.5042;-60.2491;104.69;6.1;F5VFe+0.4
LP 761-5;pm;343.0483;-11.85;104.70;~;~
BD-09 541;pm;43.1573;-9.2323;104.70;11.3;M0
CD-55 624;dbl;44.7045;-54.8042;104.71;10.5;K6V
2MASS J03460432-2104472;pm;56.518;-21.0798;104.71;~;~
LP 93-744;pm;167.0704;62.3064;104.71;~;~
2MASS J08212233+5337079;pm;125.3431;53.6188;104.71;~;~
PM J07376+4438;pm;114.4247;44.6356;104.72;13.6;~
HD 113767;pm;196.6455;-49.6861;104.73;8.5;K0.5Vk:
* 128 Car;dbl;139.3218;-68.6896;104.74;5.4;F5VFe-0.7CH-0.5
LP 460-52;pm;340.2451;17.6113;104.74;~;~
2MASS J15565401+0936565;low;239.2251;9.6157;104.74;~;M6V
LP 5-181;pm;140.9703;80.856;104.74;~;~
LP 621-62;pm;225.9603;0.0288;104.74;~;~
PM J20301+7950;pm;307.5298;79.8463;104.75;12.2;M3.0V
G 94-42;pm;32.8998;20.7786;104.75;~;M0.5Ve
2MASS J01514102-0051564;Brown Dwarf Candidate;27.921;-0.8657;104.75;~;~
G 1-11;pm;9.945;0.2669;104.75;13.6;~
HD 3074A;pm;8.4325;-35.0021;104.75;6.6;G0
PM J01306-1027;pm;22.6693;-10.4641;104.75;12.6;M2e
BD+44 1351;dbl;91.0543;44.2781;104.76;9.1;~
SCR J1153-5430;pm;178.3442;-54.5021;104.76;14.3;~
SCR J1940-3944;pm;295.0888;-39.7363;104.76;~;M3.5
G 109-29;pm;103.126;24.1884;104.77;~;M3.5
LP 427-14;wd;138.1877;19.8655;104.77;~;DA9
SCR J0303-7436;pm;45.8076;-74.6132;104.77;~;~
G 231-30;pm;317.253;56.9037;104.77;~;~
2XLSSd J022213.6-054919;pm;35.5568;-5.822;104.77;~;~
UCAC3 49-145;pm;0.9298;-65.7796;104.77;13.0;~
LP 775-28;wd;68.0015;-19.3472;104.78;17.0;DA
LP 844-37;pm;134.8217;-24.8851;104.78;13.4;M1.5
LP 932-83;pm;342.285;-28.8556;104.79;13.9;M5.0
LP 724-16;pm;120.6372;-13.0915;104.79;13.2;M2.5V
L 186-42;pm;128.9477;-56.7536;104.79;11.8;K7
L 556-75;pm;253.0581;-33.7356;104.80;~;~
UCAC3 79-171395;pec;196.7721;-50.7884;104.80;12.6;~
BD+22 2086B;pm;140.7757;22.3079;104.80;11.5;M0.0Ve
HD 75639;pm;132.8053;1.3348;104.80;9.0;K2V
BD+26 2004;pm;146.8433;26.3035;104.80;~;K7V
TYC 2145-1476-1;Star;299.8087;25.8629;104.81;12.3;~
Gaia EDR3 756294988652473216;pm;158.1937;40.4663;104.81;~;~
G 66-46;pm;224.2092;12.7517;104.82;~;~
UCAC4 309-060561;pm;150.6291;-28.2412;104.82;14.2;M4
LP 439-373;pm;213.6534;16.0226;104.82;~;~
HD 124677;pm;213.671;16.0138;104.82;~;G5
LSPM J0657+5043;pm;104.3443;50.7259;104.83;~;~
LSPM J0657+4029;low;104.4824;40.4949;104.83;~;M8
HD 279439;pm;62.0864;35.9896;104.83;9.8;K7
2MASS J21102873-5540391;pm;317.6198;-55.6776;104.84;~;~
2MASS J19535514+2426293;Star;298.4798;24.4414;104.84;~;~
G 115-72;pm;140.7151;46.7835;104.84;~;M1.0Ve
Gaia EDR3 231618966280159360;pm;60.2782;43.4644;104.85;~;~
G 66-45;pm;224.197;12.7551;104.85;~;~
G 90-39;pm;120.726;25.5831;104.85;~;~
HD 40979;pm;91.1248;44.2604;104.85;~;F8
2MASS J09272913-3017530;pm;141.8713;-30.298;104.85;~;~
BD-14 4459;pm;249.4665;-14.3308;104.85;10.8;K7V
LP 355-35;pm;47.6929;23.1478;104.86;~;~
LP 412-24;pm;49.681;19.3315;104.86;~;~
LP 474-47;pm;59.9702;13.4282;104.86;13.8;~
SIPS J2330-0347;bd;352.5942;-3.7886;104.86;~;L0.5V
G 173-31;pm;29.6448;46.0354;104.86;~;~
V* VW Lyn;wd;135.4527;36.1188;104.86;~;DA4.1
PM J04329+7407A;pm;68.2385;74.1167;104.87;~;~
HD 136274;pm;229.746;25.6917;104.87;~;G9
HD 25444A;pm;61.0296;39.5097;104.87;7.3;~
HD 90711;pm;157.0506;-6.6006;104.87;7.9;G8V
PM J13060-2143A;pm;196.5194;-21.7333;104.88;~;~
GR* 195;pm;31.0072;-12.5621;104.88;11.9;~
LSPM J0031+7614;pm;7.8784;76.2496;104.88;~;~
2MASS J10460405-3048421;low;161.5169;-30.8117;104.88;~;M5.5e
LP 326-40;pm;223.022;26.7976;104.88;~;M7V
G 210-27;pm;308.3504;37.4389;104.89;~;M0
LP 230-35;low;288.5895;43.1502;104.89;~;M6V
G 115-72B;pm;140.7156;46.7844;104.89;~;~
BD+18 15;pm;3.3527;19.0713;104.90;~;K6/7V
L 493-23;pm;301.0325;-35.8072;104.90;~;~
UCAC4 558-041269;pm;111.9273;21.4549;104.90;10.7;~
LP 261-75;low;147.7691;35.9693;104.90;~;M4.5Ve
HD 101805;Star;175.5622;-75.2273;104.90;6.5;F8V
RX J1411.0+0751B;pm;212.748;7.8612;104.90;~;~
LP 523-61;pm;357.719;10.537;104.91;~;M5V
HD 233897;pm;181.4483;53.9156;104.91;9.2;K5
LP 587-16;wd;18.7692;-1.5545;104.91;~;DC9
HD 109423;pm;188.703;-41.2346;104.91;8.8;K2V
HD 145518;pm;243.0102;-18.2326;104.92;7.4;G0.5V
HD 128582;pm;219.7952;-46.5845;104.92;6.1;F8V
* mu. Aql;pm;293.5223;7.3789;104.92;4.5;K3-IIIbFe0.5
HD 196885;pm;309.9661;11.2496;104.93;6.4;F8V
* 26 Oph;dbl;255.0397;-24.9891;104.93;5.7;F3V
LP 821-1;pm;341.4876;-14.5872;104.93;~;~
SCR J1353-4306;pm;208.3173;-43.109;104.93;~;~
BD+22 2086A;pm;140.7764;22.3057;104.94;9.6;~
LP 354-280;pm;43.1415;25.0768;104.94;~;M5.5e
LP 41-341;pm;217.2462;68.3908;104.94;~;~
G 270-77;pm;12.4787;-12.3204;104.94;~;~
LP 38-95;pm;167.4042;69.8025;104.94;~;~
TYC 9290-2692-1;pm;275.997;-68.855;104.95;11.3;~
RX J1411.0+0751A;pm;212.7483;7.861;104.95;~;~
LP 149-35;pm;3.2383;50.9882;104.96;~;M6.4V
Gaia EDR3 6126920419989903872;Star;184.3662;-49.7507;104.96;~;~
2MASS J06362726-1226531;low;99.1136;-12.4482;104.96;~;~
LP 240-29;wd;1.8704;34.061;104.97;~;DC:
HD 154697;pm;256.81;-2.8669;104.97;7.8;G6V
SCR J2004-3548B;pm;301.0305;-35.8076;104.98;~;~
HD 106515B;pm;183.7754;-7.2574;104.99;8.2;G8V
PM J20485-1625;pm;312.1374;-16.4228;104.99;~;~
LP 673-25;pm;175.0748;-8.1907;104.99;12.4;~
BD-20 3198C;pm;157.7649;-21.6461;105.00;~;~
Gaia EDR3 420235478744248192;pm;2.1441;54.8952;105.00;~;~
LP 474-48;pm;59.971;13.429;105.00;13.8;~
BD-09 872;pm;65.0593;-9.0371;105.00;9.8;K4Vk:
V* V443 Lac;rot;330.5225;44.3432;105.01;7.9;G5
2MASS J23293174-5408587;pm;352.3823;-54.1497;105.02;~;M8
SIPS J0455-5728;pm;73.7836;-57.4686;105.02;~;~
GD 393;wd;315.1305;50.8549;105.02;15.9;DA5.1
1RXS J051153.0-524620;pm;77.9709;-52.7746;105.02;~;M2.5
UPM J1121+3206;pm;170.3033;32.1008;105.03;~;~
SCR J1410-2750;pm;212.5941;-27.8498;105.03;~;~
G 130-20;pm;358.3051;31.8304;105.03;~;M0.5Ve
HD 36108;pm;82.0876;-22.4339;105.03;6.8;F9V
PM J19390+2424;pm;294.7686;24.4024;105.04;~;M2.99
UCAC4 293-229035;pm;308.8864;-31.4976;105.04;~;~
LSPM J0113+0935;pm;18.2502;9.5855;105.04;~;~
VB 18;pm;164.3122;41.9656;105.04;~;~
LSPM J1325+3546;pm;201.4798;35.7786;105.05;~;~
UCAC4 319-009706;pm;91.9557;-26.3732;105.05;15.3;~
LSPM J1548+3746;pm;237.0177;37.7819;105.06;~;~
Gaia DR2 5706936935567148928;Star;127.2337;-19.6015;105.06;~;~
G 111-61;pm;123.1107;43.1578;105.06;~;M3.5
CD-25 8217;Star;161.2982;-26.1259;105.06;10.6;~
PM J10207-3021;pm;155.198;-30.3626;105.06;12.7;~
G 105-26;pm;94.6376;11.5012;105.07;13.7;~
2MASS J02485673+2642463;pm;42.2363;26.7128;105.07;~;~
LP 300-35;pm;56.6531;31.1793;105.08;~;~
RX J0249.2+6202A;Star;42.321;62.049;105.08;~;~
2MASS J01390745+4930445;pm;24.781;49.5123;105.08;~;~
LP 643-1;pm;353.0055;0.8789;105.08;~;~
LP 839-1;pm;95.6613;-24.5202;105.09;~;~
HD 134353;pm;227.2166;19.0386;105.09;8.3;K0
LP 275-35 A;pm;246.3266;38.127;105.09;~;~
HD 25120;pm;58.8263;-65.2847;105.09;8.8;K1Vk:
CD-52 9381;low;301.849;-51.7909;105.10;10.6;K6Ve
BD+73 447;pm;137.6136;73.4066;105.10;~;K7
HD 65629;pm;119.9725;9.8987;105.11;~;G5
SIPS J1945-4904;pm;296.3303;-49.0822;105.12;~;~
HD 65523;pm;119.8985;12.9831;105.12;~;G5V
SIPS J1337-3711;pm;204.3931;-37.1834;105.12;15.1;~
HD 171746B;pm;278.972;16.9753;105.13;7.0;G2Ve:
HD 105913B;pm;182.8442;-16.7902;105.13;8.7;G7V
G 272-26;pm;22.6797;-19.4867;105.13;~;M4
RX J1754.2+3302A;pm;268.5745;33.0387;105.13;~;~
LP 625-3;pm;245.3416;1.4217;105.13;~;~
HD 117938;pm;203.5789;-36.5237;105.13;9.4;K3.5Vk:
L 180-25;pm;82.4289;-55.4992;105.13;12.9;~
HD 206675;pm;325.893;9.1718;105.14;7.8;G0
BD+32 1954;pm;149.1252;31.7383;105.14;~;K5
Gaia DR2 3838842799957474304;Star;140.4087;-1.7169;105.14;~;~
LP 443-39;pm;235.1314;17.6153;105.14;~;M3.0
LP 302-33;wd;68.5856;30.9062;105.14;~;DC:
L 52-100;pm;22.9405;-73.3262;105.14;14.1;~
HD 118465B;pm;204.4495;-35.0643;105.15;~;~
LP 406-22;pm;12.8497;17.8453;105.15;~;~
V* V344 And;by;2.8435;30.4496;105.16;7.9;K0V
2MASS J01075903-2004237;pm;16.996;-20.0733;105.16;~;M6
LSPM J0307+1510;pm;46.958;15.1679;105.16;~;~
LP 772-46;pm;50.492;-16.6036;105.17;15.1;~
HD 190412;Star;301.1943;1.156;105.17;7.7;G6/8V
2MASS J14385843-2020522;pm;219.7434;-20.3479;105.17;~;~
UPM J0407+1310;Star;61.84;13.1811;105.17;15.1;~
UCAC4 813-021290;pm;211.0967;72.413;105.17;14.3;~
BD+22 1802;pm;118.2484;22.5564;105.18;10.9;K5V
UCAC4 792-037139;pm;330.2221;68.3553;105.18;~;~
BD+46 1405;pm;127.3637;45.9103;105.18;~;K4
HD 68168;pm;122.955;16.5239;105.18;~;G0
2MASS J08112097-2201241;pm;122.8375;-22.0234;105.19;~;~
G 249-47;pm;96.2475;61.0193;105.19;~;~
HD 204153;pm;321.3315;46.7143;105.20;5.6;F0V
LP 1035-33;pm;353.5693;-40.7353;105.20;~;~
HD 118465A;pm;204.4505;-35.0648;105.20;7.4;~
2MASS J10503781-4517010;low;162.6575;-45.2836;105.20;~;M9.0V
HD 205310;pm;324.2124;-60.4402;105.21;10.0;K5V
HD 171746A;pm;278.9718;16.9757;105.21;6.9;G2Ve:
LSPM J2010+5610;pm;302.6923;56.1789;105.21;~;K7.5Ve
V* CE Ant;T Tau-type Star;160.6254;-33.6712;105.21;10.9;M2Ve
2MASS J18535440-4107581;pm;283.4767;-41.1328;105.21;~;~
Gaia DR2 4624696406375144704;pm;77.9939;-77.4429;105.22;~;~
LP 222-41;pm;226.9192;40.0844;105.23;~;~
Gaia DR2 4624696406376719488;pm;77.9948;-77.443;105.23;~;~
G 172-51;pm;21.1564;52.8014;105.23;10.8;K7
G 147-22;pm;166.6394;35.3478;105.24;13.8;~
HD 4208;pm;11.111;-26.5157;105.25;7.8;G7VFe-1CH-0.5
Ross 787;pm;350.2968;-1.5958;105.25;11.8;M1Vk
